# x,y,yaw
33.4778,0.5333,-2.5309
33.3667,0.4556,-2.7468
33.2333,0.4000,-2.9305
33.0778,0.3667,-3.0792
32.9000,0.3556,-3.1138
32.7000,0.3500,3.1416
32.5000,0.3500,3.1416
32.3000,0.3500,3.1416
32.1000,0.3500,3.1416
31.9000,0.3500,3.1416
31.7000,0.3500,3.1416
31.5000,0.3500,3.1416
31.3000,0.3500,3.1416
31.1000,0.3500,3.1416
30.9000,0.3500,3.1416
30.7000,0.3500,3.1416
30.5000,0.3500,3.1416
30.3000,0.3500,3.1416
30.1000,0.3500,3.1416
29.9000,0.3500,3.1416
29.7000,0.3500,3.1416
29.5000,0.3500,3.1416
29.3000,0.3500,3.1416
29.1000,0.3500,3.1416
28.9000,0.3500,3.1416
28.7000,0.3500,3.1416
28.5000,0.3500,3.1416
28.3000,0.3500,3.1416
28.1000,0.3500,3.1416
27.9000,0.3500,3.1416
27.7000,0.3500,3.1416
27.5000,0.3500,3.1416
27.3000,0.3500,3.1416
27.1000,0.3500,3.1416
26.9000,0.3500,3.1416
26.7000,0.3500,3.1416
26.5000,0.3500,3.1416
26.3000,0.3500,3.1416
26.1000,0.3500,3.1416
25.9000,0.3500,3.1416
25.7000,0.3500,3.1416
25.5000,0.3500,3.1416
25.3000,0.3500,3.1416
25.1000,0.3500,3.1416
24.9000,0.3500,3.1416
24.7000,0.3500,3.1416
24.5000,0.3500,3.1416
24.3000,0.3500,3.1416
24.1000,0.3500,3.1416
23.9000,0.3500,3.1416
23.7000,0.3500,3.1416
23.5000,0.3500,3.1416
23.3000,0.3500,3.1416
23.1000,0.3500,3.1416
22.9000,0.3500,3.1416
22.7000,0.3500,3.1416
22.5000,0.3500,3.1416
22.3000,0.3500,3.1416
22.1000,0.3500,3.1416
21.9000,0.3500,3.1416
21.7000,0.3500,3.1416
21.5000,0.3500,3.1416
21.3000,0.3500,3.1416
21.1000,0.3500,3.1416
20.9000,0.3500,3.1416
20.7000,0.3500,3.1416
20.5000,0.3500,3.1416
20.3000,0.3500,3.1416
20.1000,0.3500,3.1416
19.9000,0.3500,3.1416
19.7000,0.3500,3.1416
19.5000,0.3500,3.1416
19.3000,0.3500,3.1416
19.1000,0.3500,3.1416
18.9000,0.3500,3.1416
18.7000,0.3500,3.1416
18.5000,0.3500,3.1416
18.3000,0.3500,3.1416
18.1000,0.3500,3.1416
17.9000,0.3500,3.1416
17.7000,0.3500,3.1416
17.5000,0.3500,3.1416
17.3000,0.3500,3.1416
17.1000,0.3500,3.1416
16.9000,0.3500,3.1416
16.7000,0.3500,3.1416
16.5000,0.3500,3.1416
16.3000,0.3500,3.1416
16.1000,0.3500,3.1416
15.9000,0.3500,3.1416
15.7000,0.3500,3.1416
15.5000,0.3500,3.1416
15.3000,0.3500,3.1416
15.1000,0.3500,3.1416
14.9000,0.3500,3.1416
14.7000,0.3500,3.1416
14.5000,0.3500,3.1416
14.3000,0.3500,3.1416
14.1000,0.3500,3.1416
13.9000,0.3500,3.1416
13.7000,0.3500,3.1416
13.5000,0.3500,3.1416
13.3000,0.3500,3.1416
13.1000,0.3500,3.1416
12.9000,0.3500,3.1416
12.7000,0.3500,3.1416
12.5000,0.3500,3.1416
12.3000,0.3500,3.1416
12.1000,0.3500,3.0585
11.9000,0.3667,3.0585
11.7000,0.3833,3.0585
11.5000,0.4000,3.0585
11.3000,0.4167,3.1138
11.1000,0.4222,-3.0585
10.9000,0.4056,-2.9495
10.7000,0.3667,-2.8706
10.5000,0.3111,-2.8706
10.3000,0.2556,-2.7951
10.1000,0.1833,-2.7951
9.9000,0.1111,-2.7951
9.7000,0.0389,-2.7951
9.5000,-0.0333,-2.8450
9.3000,-0.0944,-2.9495
9.1000,-0.1333,-3.0585
8.9000,-0.1500,3.1416
8.7000,-0.1500,3.1416
8.5000,-0.1500,3.1416
8.3000,-0.1500,3.1416
8.1000,-0.1500,3.1416
7.9000,-0.1500,3.1416
7.7000,-0.1500,3.1416
7.5000,-0.1500,3.1416
7.3000,-0.1500,3.1416
7.1000,-0.1500,3.1416
6.9000,-0.1500,3.1416
6.7000,-0.1500,3.1416
6.5000,-0.1500,3.1416
6.3000,-0.1500,3.1416
6.1000,-0.1500,3.1416
5.9000,-0.1500,3.1416
5.7000,-0.1500,3.1416
5.5000,-0.1500,3.1416
5.3000,-0.1500,3.1416
5.1000,-0.1500,3.1416
4.9000,-0.1500,3.1416
4.7000,-0.1500,3.1416
4.5000,-0.1500,3.1416
